item,unit2,unit2_price
LOPERAMIDE (RICHYGOLD)  CAPS  X 100,FULL PACK,650
LOPERAMIDE(GENNEITH) CAPS  X 100,FULL PACK,500
LOPESHAL TABS  X 150,FULL PACK,225
LORATADINE(EVERYDESTINY) TABS 10MG X 100,FULL PACK,850
LORATIDIN TABS 10MG X 10,,1
LORATIDINE SYR 100ML X 1,BOTTLE,395
LORATIDINE TABS 10MG X 100,FULL PACK,750
LORATIDINE(AFRAB) SYR 60ML X 1,BOTTLE,320
LORATIDINE(AFRAB) TABS  X 100,FULL PACK,650
LORATIDINE(SIVO) TABS 10MG X 100,FULL PACK,850
LORATYN (HOVID) TABS 10MG X 100,FULL PACK,"2,880.00"
LORAX SYR 100ML,BOTTLE,400
LORD MAYOR WINE 750ML,BOTTLE,745
LOSARETIC TABS  X 30,FULL PACK,"1,605.00"
LOSARGEN TABS 50MG X 100,FULL PACK,"1,365.00"
LOSARK POT & AM TABS  X 30,FULL PACK,"1,100.00"
LOSARK TABS 50MG X 30,FULL PACK,850
LOSARTAN  50MG TAB  X 28,FULL PACK,620
LOSARTAN (LIFEBACK)  TABS 50MG X 30,FULL PACK,"1,050.00"
LOSARTAN (LIFEBACK) TABS 25MG X 30,FULL PACK,"1,050.00"
LOSARTAN (MULTICHRIS)  TABS 100MG X 28,FULL PACK,"1,100.00"
LOSARTAN (MULTICHRIS)  TABS 25MG X 28,FULL PACK,600
LOSARTAN (MULTICHRIS)  TABS 50MG X 28,FULL PACK,700
LOSARTAN (TEVA)  TABS 100MG X 28,FULL PACK,"1,900.00"
LOSARTAN(NEWTEVA) TABS 50MG X 28,FULL PACK,700
LOSARTAN(POCCO) TABS 50MG X 28,FULL PACK,600
LOSARTAN(SAM JONES) TABS 50MG X 28,FULL PACK,600
LOSARTAN(TEVA) TABS 50MG X 28,FULL PACK,"1,400.00"
LOSATRUST- H TABS 50/12.5MG X 10,PACK,460
LOSIUM TABS 50MG X 28,FULL PACK,"1,345.00"
LOSODIUM  500MG 500G,JAR,"1,350.00"
LOSODIUM 200MG,JAR,550
LOTAN -H TABS 50/12.5 X 30,FULL PACK,"1,000.00"
LOTAN TABS 100MG X 30,FULL PACK,"2,150.00"
LOTAN TABS 50MG X 30,FULL PACK,"1,850.00"
LOTEMP TABS 500MG X 96,FULL PACK,320
LOTEMP X 1000 TABS 500MG,JAR,"4,000.00"
LOTRIAL TABS 10MG X 30,FULL PACK,"2,500.00"
LOTRIAL TABS 5MG X 30,FULL PACK,"1,610.00"
LOTRIAL X 30 TABS 10MG,PACK,"1,150.00"
LOVE MOMENT CONDOM X 1,PACK,"1,850.00"
LOVEMATE CONDOMS  X 48,FULL PACK,"3,175.00"
LOXAGYL SUSP 125MG/5ML 100ML,BOTTLE,190
LOXAGYL TABS 200MG X 100,FULL PACK,430
LOXAGYL TABS 400MG X 100,FULL PACK,715
LOXAPRIM  SUSP  100ML,BOTTLE,190
LOXAPRIM TABS 480MG X 100,FULL PACK,490
LOYA MILK REFIL 400G,PACK,860
LOYA MILK(TIN) 400G X 1,TIN,"1,000.00"
LOYA MILK(TIN)900G X 1,TIN,"2,300.00"
LOZATAN (TEVA) TABS 25MG X 30,FULL PACK,"1,680.00"
LOZATAN H TABS  X 30,FULL PACK,"2,415.00"
LOZATAN TABS 25MG X 30,FULL PACK,"1,245.00"
LOZATAN TABS 50MG X 30,FULL PACK,"2,390.00"
LOZATAN(TEVA) TABS 100MG X 28,FULL PACK,"2,035.00"
LT-SILDENAFIL TABS  X 4,PACK,100
LU BLUE AIR FRESHNER 50G,PCS,175
LUCOZADE  380ML,CAN,230
LUCOZADE BOOST 1L X 1,BOTTLE,475
LUCOZADE BOOST 288ML,PACK,125
LUCOZADE SPORT 500ML,BOTTLE,230
LUMAPIL FORTE TABS 80/480MG X 6,PACK,420
LUMARTEM TABS 20/120 X 18,PACK,380
LUMARTEM X 12 TABS ,PACK,315
LUMARTEM X 24 TABS ADULT,PACK,490
LUMARTEM X 6 TABS ,PACK,295
LUMATHEM X 24 TABS ,PACK,180
LUMATHER TABS X 18,PACK,150
LUMEGIL TABS  X 30,FULL PACK,"1,400.00"
LUMETHER FORTE TABS  X 6,PACK,285
LUMIGAN EYE DROPS 0.3MG/ML,BOTTLE,"4,750.00"
LUNA MILK LIQUID 190ML,TIN,110.42
LUTEIN (N/F)  CAPS 20MG X 30,JAR,"5,030.00"
LUTER TABS 80MG/480MG X 6,PACK,"1,035.00"
LUX BEAUTY SOAP 75G,PACK,80
LUX CREAM 325G,JAR,65
LUX LOTION X 1,BOTTLE,460
LUX SOAP IMPORTED 125G,SOAP TABLET,160
LUZIT HERBAL SUPPLEMENT CAPS  X 60,JAR,"5,300.00"
LYCOFER SYR 200ML,BOTTLE,900
LYCOFER X 30 (PHARMA ETH)  CAPS ,PACK,785
LYCOSET CAPS  X 30,FULL PACK,"1,650.00"
LYCOSET SYR 200ML,BOTTLE,"1,450.00"
LYNCIPRO TABS 500MG X 10,PACK,875
LYNDODYN MULTIVITAMIN CAPS X 30,PACK,150
LYNFENAC K TABS 50MG X 10,PACK,400
LYNMOXIL TABS 250MG X 20,JAR,"1,000.00"
LYNSUNATE FORTE TABS 80/480MG X 6,PACK,"1,380.00"
LYNSUNATE SUSP 20/120MG X 1,BOTTLE,"1,100.00"
LYNTRIAXONE INJ 1G X 1,PACK,850
LYRICA (PARALLELL)  TABS 75MG X 28,FULL PACK,"2,350.00"
LYRICA CAPS 75MG X 28,FULL PACK,"6,200.00"
LYRICA TABS 150MG X 28,FULL PACK,"6,300.00"
LYSOBACT SYR X 1,BOTTLE,"2,800.00"
LYSOBACT TABS  X 6,PACK,"2,900.00"
LYSODERM CREAM 30G,TUBE,415
LYSOMAX TABS 250MG X 6,PACK,"1,020.00"
M & T HERBAL CAPS  X 10,PACK,785
M2-TONE X 20 TABS ,PACK,"1,950.00"
MAALOX 100ML SUSP ,BOTTLE,800
MAALOX PLUS TABS X 10,PACK,900
MAALOX STICK   X 20,FULL PACK,650
MAC-ATTIX-HP3 SOFTGEL  X 30,FULL PACK,"1,600.00"
MACA (N/F)  TABS 500MG X 60,JAR,"5,585.00"
MACA(MASON) CAPS 500MG X 60,JAR,"4,200.00"
MACA(NOW) CAPS 750MG X 90,JAR,"4,800.00"
MACLEA SYR  200ML,BOTTLE,650
MACLEAN COMPLETE CARE 50ML X 1,TUBE,100
MACLEAN HERBAL PASTE 140G,TUBE,245
MACLEAN INTENSE WHITING 125ML,TUBE,200
MACLEAN MILK TEETH 125ML,TUBE,200
MACLEAN MILK TEETH 50ML X 1,TUBE,165
MACLEANS COMPLETE CARE 140G,TUBE,300
MACNOL TABS 5MG/2.5MG X 30,FULL PACK,"1,250.00"
MACROSAFE TABS 250MG X 6,PACK,400
MACROSAFE TABS 500MG X 3,PACK,400
MAGIC POTION BATH X 1,JAR,"1,500.00"
MAGIC SHAVING CREAM 170G,JAR,"1,090.00"
Magic Shaving Powder 148G,TIN,885
MAGNAVIT CAPS  X 30,FULL PACK,485
MAGNAVIT SYR 200ML X 36,BOTTLE,680
MAGNESIUM  (DOPPEL HERZ) CAPS X 30,PACK,"1,650.00"
MAGNESIUM SULPHATE(MAGPHATE) INJ 10MLS X 5,AMPOULES,320
MAGNESIUM(21 CENTURY) TABS 250MG X 110,JAR,"2,000.00"
MAGNESIUM(MASON) TABS 200MG X 100,JAR,"3,300.00"
MAKARI CREAM X 1,BOTTLE,"8,500.00"
MAKARI LOTION X 1,BOTTLE,"12,510.00"
MAKARI SHOWER GEL 1000ML,JAR,"1,405.00"
MAKARI SOAP X 1,SOAP TABLET,"2,200.00"
MALACT TABS  X 9,PACK,530
MALAGOLD TABS 300MG X 100,FULL PACK,"2,350.00"
MALAGON SYR  10ML,BOTTLE,120
MALAGON TABS 525MG X 50,FULL PACK,"4,650.00"
MALAMOX TABS  X 50,FULL PACK,"3,415.00"
MALANIL TABS 250MG/100MG X 12,PACK,"14,500.00"
MALANTER  DS TABS  X 6,PACK,350
MALANTER DISPERSIBLE TABS X 24,PACK,350
MALAREICH CAPS  X 50,FULL PACK,"43,270.00"
MALAREICH TABS  X 50,FULL PACK,"2,910.00"
MALARIA KIT   X 25,FULL PACK,"4,000.00"
MALASTOP FORTE TABS 80MG+480MG X 6,PACK,400
MALASTOP SUSP 20/120 60ML,BOTTLE,405
MALDOX  TABS X 3,PACK,225
MALDOX SUSP ,BOTTLE,250
MALETHER TABS 20/120 X 24,PACK,260
MALFORTE PLUS TABS 80MG/480MG X 6,PACK,190
MALFORTE TABS 20MG/120MG X 24,PACK,210
MALIZIA  PERFUME MIX,BOTTLE,750
MALOC TABS 20/120 X 24,PACK,280
MALOXINE TABS  X 50,FULL PACK,"5,280.00"
MALTA GUINESS 330ML,CAN,145
MAMA  AFRICA JUG DRINKING SET(SUMO),PACK,"2,190.00"
MAMA LEMON 1100ML X 1,JAR,430
MAMA LEMON 250ML,JAR,110
MAMA LEMON 550ML X 1,JAR,325
MAMALAIT GRANULES CAPS  X 1,JAR,950
MAN & WOMAN CREAM X 12,PACK,"1,030.00"
MAN-G TABS 100MG X 4,PACK,140
MANDY B.P MONITOR   X 1,PACK,"11,500.00"
MANFX X 20 CAPS ,PACK,"1,430.00"
MANITOL INFUSION 10% 500ML (UNIQUE),BOTTLE,560
MANITOL INFUSION 20%,BOTTLE,780
MANIX X 20 CAPS ,PACK,"1,980.00"
MANONEED TABS X 30,PACK,"1,400.00"
MAPROVATE CREAM X 1,TUBE,205
MARCFIX TABS 325MG X 10,PACK,"3,000.00"
MARCGESIC TABS 35MG+450MG X 100,FULL PACK,"2,600.00"
MARCNOL TABS 10/5 X 30,FULL PACK,"2,100.00"
MARCNOL TABS 5/2.5 X 30,FULL PACK,"2,250.00"
MARCRISH SYR 200ML X 1,BOTTLE,"1,600.00"
MARINA CAPS 1000MG X 30,PACK,990
MARIPRIST TABS 200MCG X 4,PACK,"2,100.00"
MARTINS LIVER SALT (ALL FLAVOUR) POWDER  X 25,FULL PACK,650
MARVEL  SKIMMED MILK 340G,TIN,925
MARVELS SKIMMED MILK 198G,TIN,675
MARY KAY FOUND POW MIX 29ML,TUBE,"2,000.00"
MASCOLINO BODY SPRAY 113G X 1,CAN,"1,005.00"
MASCOLINO PERFUME 59ML X 1,BOTTLE,"1,255.00"
MASCULAN FRUTTI EDITION X 10,PACK,730
MASCULAN FRUTTI EDITION X 3,PACK,280
MASCULAN GOLD CONDOM X 10,PACK,750
MASCULAN GOLD CONDOM X 3,PACK,280
MASCULAN LONG PLEASURE CONDOM X 10,PACK,750
MASCULAN LONG PLEASURE CONDOM X 3,PACK,280
MASCULAN RIBBED DOTTED CONDOM X 10,PACK,730
MASCULAN RIBBED DOTTED CONDOM X 3,PACK,270
MASCULAN SENSITIVE CONDOM X 10,PACK,730
MASCULAN SESNSITIVE CONDOM X 3,PACK,280
MASEDYL HERBAL SYR  X 1,BOTTLE,550
MASTER CHEF ELECTRIC BLENDER (MC-BL 1980),PACK,"4,490.00"
MASTER CHEF FOOD FLASK 700ML,PACK,"1,290.00"
MASTER CHEF PRESSURE COOKER (7 LIT),PACK,"6,990.00"
MATHADOR PERFUME X 1,JAR,634
MATHEW WORM ELIXIR SYR ,BOTTLE,110
MATHEWQUINE SYR ,BOTTLE,135
MAX ATP RIBOCEINE FUEL POWDER  X 15,FULL PACK,"18,500.00"
MAX OMEGA(CLARION) CAPS  X 30,FULL PACK,"1,010.00"
MAXI - PEEL  SOAP MIX 125G,SOAP TABLET,515
MAXI LIGHT CREAM CUP 300G,JAR,520
MAXI LIGHT LOTION 210ML X 1,JAR,380
MAXI TEARS EYE DROPS 10ML X 1,PACK,"1,120.00"
MAXI WHITE LOTION 500MLS,BOTTLE,"3,415.00"
MAXI-PEEL CLEANSER X 1,PACK,550
MAXIBU CAPS 325+200MG X 20,PACK,220
MAXICLAV SUSP X 1,BOTTLE,770
MAXICLAV X 14 TABS 625MG,PACK,"1,200.00"
MAXIDEX EYE DROPS 5ML X 1,BOTTLE,"1,200.00"
MAXIMOND EYE DROPS 5ML X 1,PACK,650
MAXIMORAL TABS  X 30,FULL PACK,466.4
MAXIMUM PACK TABS  X 30,FULL PACK,300
MAXIQUINE SYR 60ML/5ML,BOTTLE,280
MAXIQUINE TABS 250MG X 200,FULL PACK,"4,335.00"
MAXIRON CAPS  X 30,FULL PACK,365
MAXIRON SYR  200ML,BOTTLE,790
MAXITONA PINK  LOTION 500ML,BOTTLE,"1,710.00"
MAXITONA PINK LOTION 350ML,JAR,"1,310.00"
MAXITONE CLEARIFYING FADE X 1,JAR,"1,200.00"
MAXITROL EYE DROPS  5ML,BOTTLE,"1,470.00"
MAXITROL EYE OINTMENT  X 1,TUBE,"1,368.00"
MAXIVISION CAPLET  X 120 [USA] ,JAR,"13,250.00"
MAXIVISION CAPS  X 30,JAR,"5,050.00"
MAXIVISION CAPS  X 60,JAR,"10,310.00"
MAXNAZOL TABS X 10,PACK,170
MAXNAZOLE CREAM X 1,PACK,180
MAXOLON TABS 10MG X 100,FULL PACK,"1,200.00"
MAYA CRYSTAL EXCLUSIVE WHITENING SOAP 150G X 1,SOAP TABLET,345
MAYSEDYL COUGH LINCTUS SYR 100ML,BOTTLE,380
MAYSEDYL HERBAL SYR 100ML X 1,BOTTLE,800
MEBAAL TABS 1500MCG X 30,FULL PACK,"1,200.00"
MEBAAL TABS 500MCG X 30,FULL PACK,850
MEBENDAZOLE (MULTICOY)  TABS 100MG X 6,PACK,40
MEBEXOL TABS 100MG X 120,FULL PACK,"1,200.00"
MECONERV FORTE CAPS  X 30,FULL PACK,"2,900.00"
MECTIZAN TABS 3MG X 500,JAR,"25,000.00"
MEDAMIN SYR 200ML X 1,BOTTLE,745
MEDCEF TABS 200MG,PACK,140
MEDERAX TABS 10MG X 100,FULL PACK,650
MEDI BATH SOAP X 1,SOAP TABLET,70.83
MEDICA LOZENGES  X 36,FULL PACK,"1,400.00"
MEDICAN  50MG CAP X 6,PACK,650
MEDICLAV SYR 228.5 100ML X 1,BOTTLE,850
MEDIK - 55 TABS  X 20,PACK,196.25
MEDIPINE RETARD TABS  X 100,,"1,400.00"
MEDISOFT MEDICATED SOAP 75G,SOAP TABLET,80
MEDISOFT WEAVON OIL 200ML,JAR,150
MEDITEST COMBI 2  ,BOTTLE,"1,150.00"
MEDITROL CAPS 0.25 MCG X 30,PACK,"3,215.00"
MEDMORAL TABS 5000IU X 30,FULL PACK,250
MEDRAX TABS  X 100,FULL PACK,600
MEDTECH B.P MONITOR   X 1,PACK,"8,500.00"
MEFDOL TABS 250MG X 30,FULL PACK,850
MEGA C (N/F) X 60  1000MG,JAR,"3,810.00"
MEGA C X 100 TABS 1000MG,JAR,"4,050.00"
MEGA C(NATURE FIELD) TABS  X 100,FULL PACK,"6,000.00"
MEGA CALCIUM BLISTER (N/F)  TABS  X 100,FULL PACK,"5,200.00"
MEGA CALCIUM(N/F) X 100  ,JAR,"6,500.00"
MEGA CALCUIM(NATURE FIELD)   X 60,FULL PACK,"2,900.00"
MEGA GARLIC(NATURE FIELD) X 100 TABS ,JAR,"2,000.00"
MEGA GEL  500ML X 1,JAR,"1,200.00"
MEGA GEL X 1,JAR,520
MEGA GROWTH BY 4,PACK,"2,710.00"
MEGA GROWTH HAIR RELAXER BY 6,PACK,"1,990.00"
MEGA GROWTH HAIR RELAXER BY 7,PACK,"2,205.00"
MEGA GROWTH HAIR SERUM X 1,PACK,900
MEGA GROWTH KIT WITH COLOUR X 1,PACK,"1,700.00"
MEGACEPHIN INJ 1GM,PACK,140
MEGACID SUSP 200ML,BOTTLE,400
MEGAFIT CAPS  X 36,,"1,300.00"
MEGAFIT SYR  200ML,BOTTLE,850
MEGAUP CAPS X 30,PACK,160
MEGONIX SYR 100ML X 1,BOTTLE,90
MEGRON SYR 1L X 1,BOTTLE,620
MEGRON SYR 200ML X 1,BOTTLE,250
MEKAKO ANTISEPTIC SOAP 100G,PACK,420
MEKAKO CREAM TUBE 30G,TUBE,0
MEKAKO GEL FORTE 30G,TUBE,195
MEKO INHALER   X 6,FULL PACK,760
MEKOAMIN SYR  200ML,BOTTLE,440
MEKOZORAL CREAM 15G,TUBE,240
MEKOZORAL TABS ,PACK,450
MELANOV MR TABS 60MG X 30,FULL PACK,"1,700.00"
MELANOV TABS 80MG X 30,FULL PACK,"1,400.00"
MELATONIN (EARTH'S CREATION) TABS 5MG X 60,JAR,"3,500.00"
MELATONIN (MULTICOY)  CAPS  X 240,FULL PACK,"1,915.00"
MELATONIN (PURITAN PRIDE)  TABS 30MG X 120,JAR,"1,790.00"
MELATONIN TABS 3MG X 60 {MASON} ,JAR,"2,800.00"
MELATONIN TABS 5MG X 60 {MASON} ,JAR,"3,450.00"
MELATONIN(21 CENTURY) TABS 3MG X 90,JAR,"2,600.00"
MELATONIN(21 CENTURY) TABS 5MG X 120,JAR,"3,800.00"
MELATONIN(SUNDOWNNATURAL) TABS 300MCG X 120,JAR,900
MELATONIN-WEL(BIOWELL) CAPS 30MG X 60,JAR,"3,800.00"
MELOCAP INJ 15MG X 1,AMPOULES,750
MELOCAP TABS 15MG,PACK,750
MELOCAP TABS 7.5MG,PACK,620
MELOFAN TABS 525MG,PACK,160
MEMORIL FORTE CAPS X 30,PACK,"3,250.00"
MEMORY CODE X 60  ,JAR,"5,790.00"
MEN ACTIVE (DOPPEL HERZ) CAPS X 30,PACK,"3,350.00"
MEN'S PACK X 30 (EARTH MADE),PACK,"3,260.00"
MEN'S PACK X 30 (MULTICOY) TABS ,PACK,"3,160.00"
MEN'S PACK(NATURE MADE) TABS X 30,PACK,"3,250.00"
MEN'S POTENT (MASON)  TABS  X 60,JAR,"5,000.00"
MEN'S ZONE CAPS  X 60,JAR,"9,000.00"
MEN`S POTENT TABS  X 60,FULL PACK,"198,375.00"
MENGILITY CAPS  X 60,JAR,"6,250.00"
MENOPACE PLUS X 56 TABS ,PACK,"8,000.00"
MENOPACE TABS X 30,PACK,"3,550.00"
MENS HEALTH (DOPPEL ) CAPS ,PACK,"2,210.00"
MENTHODEX LOZENGES  X 24,FULL PACK,400
MENTHODEX SYR  100ML,BOTTLE,800
MENTHOLATUM BALM 200G X 1,JAR,285
MENTHOX TABS  X 250,FULL PACK,"1,200.00"
MENTOS 2SHARE GUM X 1,PACK,600
MENUDYN CAPS  X 30,FULL PACK,310
MENUDYN PLUS X 30 CAPS ,PACK,315
MEPAX X 10 TABS ,PACK,132
MEPHAGE TABS 500MG X 60,FULL PACK,700
MEPIRYL TABS 2MG X 30,FULL PACK,"1,300.00"
MEPIRYL TABS 4MG X 30,FULL PACK,"2,400.00"
MEPISAN CREAM 20G X 1,TUBE,450
MEPRASIL  20MG CAP X 14,PACK,530
MERIKO  SOAP 80G,SOAP TABLET,130
MERLOT FINCA LAS VIRTUDES 75CL,BOTTLE,550
MEROCLAV TABS 625MG X 14,PACK,"1,050.00"
MEROPENEM(EXCEL) INJ X 1,PACK,"4,800.00"
MET-GLIM TABS 5MG X 100,FULL PACK,"3,145.00"
METAGLOMIDE TABS  X 30,FULL PACK,850
METAKELFIN TABS 500MG X 45,FULL PACK,"2,150.00"
METAPRIM (SKG) TABS  X 500,FULL PACK,"2,548.00"
METFORMIN (MULTI COY) TABS 500MG X 100,FULL PACK,395
METFORMIN (MULTICOY)  TABS 500MG X 1000,JAR,"3,980.00"
METFORMIN (PREFERRED DRUG)  TABS 500MG X 84,FULL PACK,570
METFORMIN (SANDOZ)  TABS 500MG X 90,FULL PACK,"2,000.00"
METFORMIN TABS 500MG X 90 {LIFEBACK} ,FULL PACK,970
METFORMIN(NORVARTIS ACCESS SFH) TABS 1000MG X 60,FULL PACK,"1,200.00"
METFORMIN(SANDOZ) TABS 1000MG X 90,FULL PACK,"2,550.00"
METHOTREX INJ 50MG X 1,VIALS,900
METHOTREXATE   2ML {INJECTION} ,VIALS,780
METHOTREXATE TABS 2.5MG X 100,FULL PACK,"3,500.00"
METHYLATED SPIRIT   2LITER {MOPS} ,JAR,"1,280.00"
METHYLATED SPIRIT (FAITH) 200ML,BOTTLE,120
METHYLATED SPIRIT (MOKO)   200ML,BOTTLE,445
METHYLATED SPIRIT (MOPSON) 2L,JAR,650
METHYLATED SPIRIT(GAUZE) SOLUTION 100ML X 1,BOTTLE,160
METHYLATED SPIRIT(GAUZE) SOLUTION 200ML X 1,BOTTLE,250
METHYLATED SPIRIT(GAUZE) SOLUTION 2L X 1,JAR,"1,500.00"
METHYLATED SPIRIT(LA ONYI)  200ML X 1,BOTTLE,170
METHYLATED SPIRIT(MULTICOY)  100ML X 24,BOTTLE,120
METHYLATED SPIRIT(MULTICOY)  2L X 1,JAR,"1,450.00"
METHYLSALICYLATE OINTMENT  1KG {LEADY} ,JAR,"3,050.00"
METHYLSALICYLATE OINTMENT  500G {LEADY} ,JAR,"1,650.00"
METOCLOPRAMIDE (UNBRA)  TABS  X 100,FULL PACK,820
METOCLOPRAMIDE (UNBRANDED)  INJ 10MG/2ML X 1,AMPOULES,25
METOPROLOL  TARTRATE TABS 50MG X 56,FULL PACK,"1,005.00"
METOPROLOL TABS 100MG X 28 [BLISTER] ,FULL PACK,"1,400.00"
METOPROLOL TABS 100MG X 56 [TEVA] ,FULL PACK,950
METOPROLOL TABS 50MG X 28 [BLISTER] ,FULL PACK,"1,250.00"
METORAM TABS 500MG X 30,FULL PACK,300
METOZ TAB TABS 2.5MG X 100,FULL PACK,"12,500.00"
METOZ TABS 2.5MG X 30,FULL PACK,"2,430.00"
METOZ TABS 5MG X 100,FULL PACK,"16,000.00"
METOZ TABS 5MG X 30,FULL PACK,"8,000.00"
METRONE (FIDSON)  INFUSION X 1,JAR,250
METRONE (FIDSON) SYR  60ML,BOTTLE,180
METRONE TABS 400MG X 100,FULL PACK,460
METRONIDAZOLE (EVANS)  SUSP ,BOTTLE,175
METRONIDAZOLE (GAUZE)  TABS  X 1000,FULL PACK,"1,900.00"
METRONIDAZOLE (MOPSON)  SYR 60ML,BOTTLE,160
METRONIDAZOLE (MULTICOY) 400MG TAB X 100,FULL PACK,535
METRONIDAZOLE (TRIMETRO) IV INFUSION 100ML,BOTTLE,120
METRONIDAZOLE TABS  X 1000 {ARCHY} ,FULL PACK,"1,950.00"
METRONIDAZOLE TABS 400MG X 100 {SKG} ,FULL PACK,495
METRONIDAZOLE WHITE X 1000 TABS 200MG {JUHEL} ,JAR,"1,695.00"
METRONIDAZOLE X 1000 (SAM)  TABS 200MG,JAR,"1,615.00"
METRONIDAZOLE( UNIQUE) INFUSION 100ML,BOTTLE,250
METRONIDAZOLE(MOPSON) TABS  X 1000,JAR,"1,900.00"
METRONIDAZOLE(MULTICOY)  200MG TAB X 100,FULL PACK,275
METRONIDAZOLE(MULTICOY) INF 100ML,BOTTLE,230
METRONIDAZOLE(SKG) X 1000 TABS 200MG,JAR,"1,620.00"
METRONIDAZOLE(UNIQUE) TABS 200MG X 1000,JAR,"2,400.00"
METRONIDAZOLE(VITABIOTICS) SUSP X 1,BOTTLE,170
METROSAM TABS 200MG X 100,FULL PACK,100
METROSAM TABS 200MG X 1000,JAR,560
MEVIGON TABS  X 30,FULL PACK,775
MEXZECAM X 10 TABS 15MG,PACK,400
MF-20 CAPS  X 100,FULL PACK,180
MICARDIS PLUS TABS 80/12.5MG X 28,FULL PACK,"3,250.00"
MICARDIS TABS 40MG X 28,FULL PACK,"6,890.00"
MICARDIS TABS 80MG X 28,FULL PACK,"7,000.00"
MICARDIS(PARARELL) TABS 80MG X 28,FULL PACK,"2,750.00"
MICO  JAM 450G,BOTTLE,"4,795.00"
MICPOL - Y CAPLET 500MG X 1000,JAR,900
MICPOL PARACETAMOL SYR 2L,JAR,"1,500.00"
MICPOL WHITE X 1000 (MOP)  CAPLET 500MG X 1,JAR,720
MICRO DROP X 1,PACK,"2,900.00"
MICROCEF TAB  500MG X 1,PACK,800
MICROCEF TABS 250MG X 10,PACK,550
MICROFER TABS ,PACK,500
MICROGYNON FE TABS 30MG X 28,PACK,300
MICROGYNON( ORAL CONTRACEPT) TABS 30MG X 84,FULL PACK,310
MICROLAX SOLUTION 5ML X 4,FULL PACK,"1,250.00"
MICROMOX EYE DROPS  10ML,BOTTLE,"1,150.00"
MICRONAC SR TABS  X 30,TABS,920
MICROPROST EYE DROPS X 1,PACK,"3,200.00"
MIDOZOL EYE DROPS 5ML I,PACK,"3,050.00"
MIFEPAK(DKT) TABS 200MCG X 5,PACK,"1,800.00"
MIKSI MILK(REFIL)400G,PACK,605
MILK CALCIUM X 100 TABS ,JAR,"2,050.00"
MILK OF MAGNESIA  355ML X 1,JAR,"2,850.00"
MILK OF MAGNESIA (PHILLIPS) SUSP  200ML,BOTTLE,"2,650.00"
MILK OF MAGNESIA(ASSURED) 200ML X 1,JAR,"1,350.00"
MILK SODA CRACKERS X 1,PACK,230
MILK TEETH TOOTH BRUSH   X 1,FOIL STRIP,85
MILK THISTLE(MASON) X 1,JAR,"2,775.00"
MILK THISTLE(P/P) SOFTGEL 100MG X 90,JAR,"2,600.00"
MILK THISTLE(SUNDOWN)X60 CAPS 240MG,JAR,"1,500.00"
MILKY WAY SWEET   X 200,FULL PACK,"1,380.00"
MILLICAP X 30 CAPS ,PACK,280
MILO 200G [SACHET] ,SACHET,395
MILO REFIL 500G X 1,SACHET,875
MILO REFIL 900G X 1,PACK,"1,250.00"
MILO TIN 1KG X 1,TIN,"1,740.00"
MILO TIN 500G,TIN,"1,025.00"
MILTON STERILAZING FLUID 500ML X 1,BOTTLE,845
MILTON TABLET X 28,PACK,"1,700.00"
MIM DROPS ,BOTTLE,410
MIM MOUTH WASH X 1,JAR,150
MIM SYR 100ML X 1,BOTTLE,251
MIM SYR 300ML,BOTTLE,467
MIM X 24 CAPS ,PACK,526
MIMGLOBIN SYR 200ML,BOTTLE,"1,315.00"
MINADEX TONIC SYR  X 1,BOTTLE,"4,900.00"
MINIPLUS TABS  X 60,BOTTLE,"1,100.00"
MINIPRES TABS 1MG,PACK,"3,800.00"
MIRACLE  HONEY 35ML,BOTTLE,810
MIRACLOX DROPS 9MG/0.6ML 12ML,BOTTLE,130
MIRACLOX SUSP 250MG/5ML 100ML,BOTTLE,160
MIRAFIX SUSP 50MG/5ML,BOTTLE,850
MIRAMALT SYR ,BOTTLE,625
MIRAMOX SUSP  100ML,BOTTLE,140
MIRAPRAZOLE X 14 TABS 20MG,PACK,300
MIRAVASC X 28 TABS 10MG X 28,FULL PACK,500
MIRAZITH X 14 CAPS 200MG,PACK,"1,150.00"
MIRAZITH X 6 CAPS 250MG,PACK,600
MIRINDA DRINK  50CL,JAR,85
MISO-FEM X 4 TABS ,PACK,450
MISOCLEAR  200MCG X 10,PACK,"1,200.00"
MISOPROSTOL 200MG TAB X 3{EMZOR},PACK,450
MISOPT EYE DROPS X 1,BOTTLE,"3,700.00"
MISS CHERIE FAIR BODY LOTION 380ML,JAR,255
MIST ALBA (MOKO) SUSP  200ML,BOTTLE,337.08
MIST KAOLIN (MOKO) SUSP  200ML,BOTTLE,185
MIST MAG (OAKFAITH)  SUSP 100ML X 40,FULL PACK,"5,825.00"
MIST MAG SUSP (MULTI COY) 2L,BOTTLE,"1,020.00"
MIST MAG SUSP(FAITH) 180ML X 36,FULL PACK,"6,220.00"
MIST MAG X 20 SUSP  {CHAMPHAM} 200ML,BOTTLE,120
MIST MAG X 48 (MOKO) SUSP  200ML,BOTTLE,300
MIST MAG(FIDSON)  200ML X 50,BOTTLE,225
MIST MAG(GAUZE) SUSP 200ML X 1,BOTTLE,200
MIST POT. CIT. (MOKO) SYR  200ML,BOTTLE,406.25
MIST POT. CIT. (MOPSON) SYR  200ML,BOTTLE,350
MIST POT. CIT. SUS  CAMPHAN X 20 SUSP  200ML,BOTTLE,200
