ProductName:,item,GenericName,Code,Department,DosageForm:,presentation,unit_quantity,Category,full_pack,Vendor
MALIZIA  PERFUME MIX,MALIZIA  PERFUME MIX,,14596,Supermarket,,BOTTLE,,,1,
MALIZIA  SPRAY MIX,MALIZIA  SPRAY MIX 150ML,,12541,Supermarket,,BOTTLE,150ML,,1,
MALIZIA DONNA PERFUM,MALIZIA DONNA PERFUM 100ML,,6010432,Supermarket,SPRAY,PACK,,,1,
MALIZIA PERF S/S,MALIZIA PERF S/S 50ML,,6011452,Supermarket,,BOTTLE,50ML,,1,
MALIZIA ROLL ON 50ML,MALIZIA ROLL ON 50ML X 1,,8.00351E+12,Supermarket,,BOTTLE,1,,1,
MALIZIA ROLLON(CLASSIC),MALIZIA ROLLON(CLASSIC) 100ML,,6.93469E+12,Supermarket,,BOTTLE,100ML,,1,
MALIZIA SPRAY(SHORT),MALIZIA SPRAY(SHORT) X 1,,6011096,Pharmacy,,SPRAY CAN,,,1,
MALIZIA UOMO(MIYAKE),MALIZIA UOMO(MIYAKE) 100ML,,6010442,Supermarket,SPRAY,PACK,,,1,
maloc,MALOC TABS 20/120 X 24,,,Pharmacy,TABLETS,PACK,24,,24,
MALOXINE,MALOXINE TABS  X 50,,15448,Pharmacy,TABLETS,BLISTER,1,,50,
MALT & MiLK BISCUIT S/S,MALT & MILK BISCUIT S/S X 1,,6012115,Supermarket,,PACK,,,1,
malt & milk biscuits 125g,MALT & MILK BISCUITS 125G X 1,,6011293,Supermarket,,PACK,,,1,
MALTA GUINESS ,MALTA GUINESS  ,,6012549,Pharmacy,,,,,1,
MALTA GUINESS,MALTA GUINESS 330ML,,17012,Supermarket,,CAN,,,1,
malta guinness(plastic),MALTA GUINNESS(PLASTIC) 330ML,,6012478,Supermarket,,JAR,,,1,
MALTINA PET,MALTINA PET X 1,,6011172,Supermarket,,JAR,,,1,
MALWIN,MALWIN TABS  X 50,,6130,Pharmacy,TABLETS,BLISTER,1,,50,
MAMA  AFRICA JUG DRINKING SET(SUMO),MAMA  AFRICA JUG DRINKING SET(SUMO),,4.89513E+12,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
MAMA LEMON 1100ML,MAMA LEMON 1100ML X 1,,9.25993E+12,Supermarket,,JAR,1,,1,
MAMA LEMON,MAMA LEMON 250ML,,9.25993E+12,Supermarket,,JAR,,,1,
MAMA LEMON 550ML,MAMA LEMON 550ML X 1,,9.25993E+12,Supermarket,,JAR,1,,1,
MAMADOR OIL 1.5L,MAMADOR OIL 1.5L X 1,,,Supermarket,,JAR,,,1,EMEKA & JANE COMPANY
MAMADOR OIL 3.5L,MAMADOR OIL 3.5L X 1,,,Supermarket,,JAR,,,1,EMEKA & JANE COMPANY
MAMALAIT GRANULES,MAMALAIT GRANULES CAPS  X 1,,6013322,Pharmacy,CAPSULES,JAR,1,,1,
MAN & WOMAN CREAM,MAN & WOMAN CREAM X 12,,6.224E+12,Supermarket,,PACK,12,,12,
mandy b.p monitor,MANDY B.P MONITOR   X 1,,,Pharmacy,,PACK,1,,1,
MANE`S POCKET PERF,MANE`S POCKET PERF 10ML,,17388,Supermarket,,BOTTLE,,,1,
MANE'S PERFUME  100ML,MANE'S PERFUME  100ML,,12748,Supermarket,,BOTTLE,,,1,
MANFX X 20,MANFX X 20 CAPS ,,15318,Pharmacy,CAPSULES,PACK,,,1,
man-g,MAN-G TABS 100MG X 4,,6012156,Pharmacy,TABLETS,PACK,,,1,
mango chocolate sweet,MANGO CHOCOLATE SWEET X 1,,6012788,Supermarket,,PACK,,,1,
mango green tea powder,MANGO GREEN TEA POWDER X 1,,6009584,Supermarket,,PACK,,,1,
manicure set,MANICURE SET,,15858,Supermarket,LINIMENT,BOX,,,1,
MANITOL,MANITOL INFUSION 10% {DANA} 500ML,,8111,Pharmacy,INFUSION,BOTTLE,,,1,
MANITOL,MANITOL INFUSION 10% 500ML (UNIQUE),,8138,Pharmacy,INFUSION,BOTTLE,500ML,,20,
MANITOL,MANITOL INFUSION 20%,,6585,Pharmacy,INFUSION,BOTTLE,,,1,
Manix X 20,MANIX X 20 CAPS ,,8.90107E+12,Pharmacy,CAPSULES,PACK,,,1,
MANONEED,MANONEED TABS X 30,,,Pharmacy,TABLETS,PACK,,,1,GLOBAL ONEWORD HEALTHCARE LTD.
MANTOVANO WINE 750cl,MANTOVANO WINE 750CL,,17107,Supermarket,,BOTTLE,,,1,
MAPROVATE CREAM,MAPROVATE CREAM X 1,,13993,Supermarket,CREAM,TUBE,1,,1,
MAQQUISE BLEUE PERFUME & ROLL-ON,MAQQUISE BLEUE PERFUME & ROLL-ON,,15812,Supermarket,,PACK,,,1,
MAQUES WINE,MAQUES WINE X 1,,14061,Supermarket,,BOTTLE,1,,1,
MARAVES WINE,MARAVES WINE X 1,,14039,Supermarket,,BOTTLE,1,,1,
MARAVIT 2L,MARAVIT 2L SYR  X 1,,10762,Pharmacy,SYRUP,JAR,1,,1,
MARAX,MARAX SYR ,,1679,Pharmacy,SYRUP,BOTTLE,,,1,
MARAX,MARAX TABS  X 100,,4999,Pharmacy,TABLETS,FOIL STRIP,4,,100,
MARCFIX,MARCFIX TABS 325MG X 10,,6012807,Pharmacy,TABLETS,PACK,10,,10,
marcgesic,MARCGESIC TABS 35MG+450MG X 100,Orphenadrine,,Pharmacy,TABLETS,BLISTER,10,,100,MARCSON HEALTHCARE LIMITED
MARCNOL,MARCNOL TABS 10/5 X 30,,6013303,Pharmacy,TABLETS,SACHET,10,,30,
MARCNOL,MARCNOL TABS 5/2.5 X 30,,6010898,Pharmacy,TABLETS,BLISTER,10,,30,
MARCO POLO MARGARINE,MARCO POLO MARGARINE 500G,,16569,Supermarket,,JAR,500G,,1,
marcrish,MARCRISH SYR 200ML X 1,Amino Acids,,Pharmacy,SYRUP,BOTTLE,,,1,MARCSON HEALTHCARE LIMITED
marguise bleue perfume,MARGUISE BLEUE PERFUME 100ML,,6011713,Supermarket,,PACK,,,1,
MARHABA AMLA HAIR OIL,MARHABA AMLA HAIR OIL 160ML,,12831,Supermarket,LOTION,BOTTLE,160ML,,1,
MARIE BISCUIT 400G,MARIE BISCUIT 400G,,16700,Supermarket,,PACK,,,1,
MARINA,MARINA CAPS 1000MG X 30,,8.9025E+12,Pharmacy,CAPSULES,PACK,,,1,
MARIPRIST,MARIPRIST TABS 200MCG X 4,Mifepristone,,Pharmacy,TABLETS,PACK,,,1,MARIE STOPES INTL NIGERIA
MARKARI LOTION,MARKARI LOTION,,14267,Supermarket,,JAR,,,1,
MARQUIS PERF,MARQUIS PERF X 1,,13316,Supermarket,,BOTTLE,1,,1,
MARRY LAND COOKIES,MARRY LAND COOKIES  10G X 1,,,Pharmacy,,PACK,,,1,IKPOS DE BRIGHT NIG.ENT
MARS CHOCOLATE,MARS CHOCOLATE X 1,,,Supermarket,,PACK,,,1,CASH SALES INVOICE
MARTINS LIVER SALT (ALL FLAVOUR),MARTINS LIVER SALT (ALL FLAVOUR) POWDER  X 25,,6013277,Pharmacy,POWDER,SACHET,1,,25,
MARVEL  SKIMMED MILK 340G,MARVEL  SKIMMED MILK 340G,,5.00018E+12,Supermarket,,TIN,,,1,
marvels perf,MARVELS PERF X 1,,14106,Supermarket,,CAN,1,,1,
marvels skimmed milk 198g,MARVELS SKIMMED MILK 198G,,5.00018E+12,Supermarket,,TIN,,,1,
MARY DIAMOND ALDULT PAMPERS x 5,MARY DIAMOND ALDULT PAMPERS X 5,,15663,Supermarket,,PACK,,,1,
MARY DIAMOND MILKY LOTION 100ML,MARY DIAMOND MILKY LOTION 100ML X 1,,6010032,Supermarket,,PACK,,,1,
MARY KAY  LIP GLOSS  15ML,MARY KAY  LIP GLOSS  15ML,,15092,Supermarket,,TUBE,,,1,
MARY KAY (BLEMISH CONTROL),MARY KAY (BLEMISH CONTROL) 192ML,,13395,Supermarket,,BOTTLE,192ML,,1,
MARY KAY (SUNSCREEN BLOCK) 127G,MARY KAY (SUNSCREEN BLOCK) 127G X 1,,6011837,Supermarket,,PACK,,,1,
MARY KAY (SUNSCREEN BLOCK) 29ML,MARY KAY (SUNSCREEN BLOCK) 29ML X 1,,6011836,Supermarket,,PACK,,,1,
MARY KAY 3-IN-1 LOOSE POWDER40.0G,MARY KAY 3-IN-1 LOOSE POWDER40.0G,,16607,Supermarket,,PACK,,,1,
MARY KAY CLEANSER,MARY KAY CLEANSER X 1,,13484,Supermarket,,JAR,1,,1,
MARY KAY CREAM,MARY KAY CREAM 29ML,,13330,Supermarket,,TUBE,29ML,,1,
MARY KAY EYE SHADOW 4G,MARY KAY EYE SHADOW 4G X 1,,6011840,Supermarket,,PACK,,,1,
MARY KAY FOUND POW MIX,MARY KAY FOUND POW MIX 29ML,,13483,Supermarket,,TUBE,29ML,,1,
MARY KAY FOUNDATION,MARY KAY FOUNDATION X 1,,6011838,Supermarket,,PACK,,,1,
MARY KAY LIGHTENING BATH GEL  1000ML,MARY KAY LIGHTENING BATH GEL  1000ML,,15133,Supermarket,,JAR,,,1,
MARY KAY POWDER 12G,MARY KAY POWDER 12G X 1,,6011816,Supermarket,,PACK,,,1,
MARY KAY POWDER(SHEER MINERAL)9G,MARY KAY POWDER(SHEER MINERAL)9G X 1,,6011841,Supermarket,,PACK,,,1,
MARY KAY TIMEWISE BODY LOTION,MARY KAY TIMEWISE BODY LOTION,,16294,Supermarket,,JAR,,,1,
MARY KAY(MAKE UP REMOVER),MARY KAY(MAKE UP REMOVER) X 1,,6011834,Supermarket,,PACK,,,1,
MARY KAY(SUNSCREEN BLOCK)88ML,MARY KAY(SUNSCREEN BLOCK)88ML X 1,,6011835,Supermarket,,PACK,,,1,
MARYKAY  EYE MAKEUP REMOVER 110ML,MARYKAY  EYE MAKEUP REMOVER 110ML,,14568,Supermarket,,PACK,,,1,
MARYKAY FOUNDATION(LIQUID),MARYKAY FOUNDATION(LIQUID) X 1,,6011827,Supermarket,,PACK,,,1,
MARYKAY TIMEWISE 3 IN ONE CLEANSER 127ML,MARYKAY TIMEWISE 3 IN ONE CLEANSER 127ML,,14567,Supermarket,,PACK,,,1,
MARYLAND BISCUIT 172G,MARYLAND BISCUIT 172G X 1,,16704,Supermarket,,PACK,,,1,
MASCARA EYELINNER,MASCARA EYELINNER,,15093,Supermarket,,TUBE,,,1,
MASCOLINO BODY SPRAY 113G,MASCOLINO BODY SPRAY 113G X 1,,26169026088,Supermarket,,CAN,1,,1,
MASCOLINO PERFUME 59ML,MASCOLINO PERFUME 59ML X 1,,26169097446,Supermarket,,BOTTLE,1,,1,
MASCULAN FRUTTI EDITION,MASCULAN FRUTTI EDITION X 10,,6013168,Pharmacy,,PACK,,,1,
MASCULAN FRUTTI EDITION,MASCULAN FRUTTI EDITION X 3,,6013167,Pharmacy,,PACK,,,1,
MASCULAN GOLD CONDOM,MASCULAN GOLD CONDOM X 10,,6013164,Pharmacy,,PACK,,,1,
MASCULAN GOLD CONDOM,MASCULAN GOLD CONDOM X 3,,6013163,Pharmacy,,PACK,,,1,
MASCULAN LONG PLEASURE CONDOM,MASCULAN LONG PLEASURE CONDOM X 10,,6013162,Pharmacy,,PACK,,,1,
MASCULAN LONG PLEASURE CONDOM,MASCULAN LONG PLEASURE CONDOM X 3,,6013161,Pharmacy,,PACK,,,1,
MASCULAN RIBBED DOTTED CONDOM,MASCULAN RIBBED DOTTED CONDOM X 10,,6013166,Pharmacy,,PACK,,,1,
MASCULAN RIBBED DOTTED CONDOM,MASCULAN RIBBED DOTTED CONDOM X 3,,6013165,Pharmacy,,PACK,,,1,
MASCULAN SENSITIVE CONDOM,MASCULAN SENSITIVE CONDOM X 10,,6013160,Pharmacy,,PACK,,,1,
MASCULAN SESNSITIVE CONDOM,MASCULAN SESNSITIVE CONDOM X 3,,6013159,Pharmacy,,PACK,,,1,
MASEDYL HERBAL,MASEDYL HERBAL SYR  X 1,,6013468,Pharmacy,SYRUP,BOTTLE,1,,1,MAY & BAKER NIGERIA PLC
MASSIMO WINE,MASSIMO WINE,,16509,Supermarket,,BOTTLE,,,1,
MASSINO WINE 750ML,MASSINO WINE 750ML X 1,,6011768,Supermarket,,BOTTLE,,,1,
MASTER CHEF ELECTRIC BLENDER (MC-BL 1980),MASTER CHEF ELECTRIC BLENDER (MC-BL 1980),,9.87625E+12,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
MASTER CHEF FLASK (6LTRS),MASTER CHEF FLASK (6LTRS),,4.89517E+12,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
MASTER CHEF FLASK(MULTIPURPOSE),MASTER CHEF FLASK(MULTIPURPOSE) X 1,,6010626,Supermarket,,JAR,,,1,
MASTER CHEF FOOD FLASK 700ML,MASTER CHEF FOOD FLASK 700ML,,4.89517E+12,Supermarket,,PACK,,,1,
MASTER CHEF PRESSURE COOKER (7 LIT),MASTER CHEF PRESSURE COOKER (7 LIT),,4.89517E+12,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
MASTER CHEF SPORT BOTTLE 500ML,MASTER CHEF SPORT BOTTLE 500ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTER CHEF VACCUM FLASK 820ML,MASTER CHEF VACCUM FLASK 820ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTER CHEF WATER FLASK 550ML,MASTER CHEF WATER FLASK 550ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTER CHEF WATER FLASK 800ML,MASTER CHEF WATER FLASK 800ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTERC SPORT BOTTLE 500ML,MASTERC SPORT BOTTLE 500ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTERCHEF FLASK 700ML,MASTERCHEF FLASK 700ML,,4.89517E+12,Supermarket,,PACK,,,1,
MASTERCHEF SPORT BOTTLE 820ML,MASTERCHEF SPORT BOTTLE 820ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTERCHEF WATER FLASK 550ML,MASTERCHEF WATER FLASK 550ML,,4.89517E+12,Supermarket,,JAR,,,1,
MASTERCHEF WATER FLASK 800ML,MASTERCHEF WATER FLASK 800ML,,4.89517E+12,Supermarket,,TIN,,,1,
MATA CATHY DISH 2 SETS,MATA CATHY DISH 2 SETS,,1008166,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
matador perfume,MATADOR PERFUME X 1,,1.30119E+12,Supermarket,,PACK,,,1,
MATAN AREWA SPRAY,MATAN AREWA SPRAY X 1,,6010981,Pharmacy,,SPRAY CAN,,,1,
MATCHES,MATCHES X 1,,6010051,Supermarket,,PACK,,,1,
MATEUS WINE,MATEUS WINE 750ML,,16508,Supermarket,,BOTTLE,750ML,,1,
mathador perfume x 1,MATHADOR PERFUME X 1,,6009419,Supermarket,,JAR,,,1,
MATHEW WORM ELIXIR,MATHEW WORM ELIXIR  ,,1008885,Pharmacy,,BOTTLE,,,1,
MATHEW WORM ELIXIR,MATHEW WORM ELIXIR SYR ,,6296,Pharmacy,SYRUP,BOTTLE,,,1,
MATHEWDOL,MATHEWDOL  500MG TAB  X 96,,9180,Pharmacy,TABLETS,BLISTER,8,,96,
MATHEWDOL,MATHEWDOL SYR  60ML,,6001,Pharmacy,SYRUP,BOTTLE,60ML,,1,
MATHEWDOL,MATHEWDOL TABS 500MG X 1000,,9206,Pharmacy,TABLETS,JAR,,,1,
MATHEWQUINE,MATHEWQUINE SYR ,,6000,Pharmacy,SYRUP,BOTTLE,,,1,
MATTE EYE SHADOW,MATTE EYE SHADOW X 1,,6011862,Supermarket,,PACK,,,1,
MaX ATP RIBOCEINE FUEL,MAX ATP RIBOCEINE FUEL POWDER  X 15,,,Pharmacy,POWDER,SACHET,1,,15,MAX INTERNATIONAL
max omega(clarion),MAX OMEGA(CLARION) CAPS  X 30,,6009486,Pharmacy,CAPSULES,BLISTER,10,,30,
MAX SPRAY,MAX SPRAY 200ML,,6011225,Supermarket,,SPRAY BOTTLE,,,1,
MAXCAM,MAXCAM CAPS  X 10,,6129,Pharmacy,CAPSULES,BLISTER,10,,1,
MAXI - PEEL  SOAP MIX 125G,MAXI - PEEL  SOAP MIX 125G,,15128,Supermarket,,SOAP TABLET,,,1,
MAXI - TONE TUBE 30G,MAXI - TONE TUBE 30G,,14421,Supermarket,,TUBE,,,1,
MAXI LIGHT CREAM CUP,MAXI LIGHT CREAM CUP 300G,,13362,Supermarket,,JAR,300G,,1,
MAXI LIGHT LOTION 210ML,MAXI LIGHT LOTION 210ML X 1,,6.1811E+12,Supermarket,,JAR,1,,1,
maxi tears,MAXI TEARS EYE DROPS 10ML X 1,,,Pharmacy,EYE DROPS,PACK,,,1,PHARMACY PLUS LIMITED
MAXI TONE ESSENCE LOTION B/S,MAXI TONE ESSENCE LOTION B/S 450ML,,1004464,Supermarket,,BOTTLE,450ML,,1,
MAXI WHITE CREAM TUBE 30G,MAXI WHITE CREAM TUBE 30G,,3.42512E+12,Supermarket,,TUBE,,,1,
MAXI WHITE LOTION,MAXI WHITE LOTION 500MLS,,3.76008E+12,Supermarket,,BOTTLE,500MLS,,1,
MAXI WHITE SERUN,MAXI WHITE SERUN,,15718,Supermarket,,BOTTLE,,,1,
MAXI WHITE SOAP,MAXI WHITE SOAP 200G,,3.42512E+12,Supermarket,,SOAP TABLET,200G,,1,
maxibu,MAXIBU CAPS 325+200MG X 20,,,Pharmacy,CAPSULES,PACK,,,1,NKOYO PHARM LTD
MAXIBUST,MAXIBUST CAPS  X 60,,6012393,Pharmacy,CAPSULES,JAR,60,,60,
maxiclav,MAXICLAV SUSP X 1,,6009206,Pharmacy,SUSPENSION,BOTTLE,,,1,MIRAL PHARM LIMITED
maxiclav x 14,MAXICLAV X 14 TABS 625MG,,6009207,Pharmacy,TABLETS,PACK,,,1,MIRAL PHARM LIMITED
MAXIDAR,MAXIDAR TABS  X 50,,8065,Pharmacy,TABLETS,FOIL STRIP,1,,50,
MAXIDEX,MAXIDEX EYE DROPS 5ML X 1,Dexamethasone Sodium Phosphate,5.4139E+12,Pharmacy,EYE DROPS,BOTTLE,1,,1,
MAXIMA FEMME SPRAY 200ML,MAXIMA FEMME SPRAY 200ML,,16974,Supermarket,,JAR,,,1,
MaXIMOND,MAXIMOND EYE DROPS 5ML X 1,,,Pharmacy,EYE DROPS,PACK,,,1,WORLDCARE PHARMA NIG LTD
MAXIMORAL,MAXIMORAL TABS  X 30,,8.90419E+12,Pharmacy,TABLETS,BLISTER,10,,30,
MAXIMUM PACK,MAXIMUM PACK TABS  X 30,,8098,Pharmacy,TABLETS,PACK,1,,30,
MAXI-PEEL CLEANSER X 1,MAXI-PEEL CLEANSER X 1,,6009910,Supermarket,,PACK,,,1,
MAXIQUINE,MAXIQUINE SYR 60ML/5ML,Chloroquine,1000058,Pharmacy,SYRUP,BOTTLE,,,1,
MAXIQUINE,MAXIQUINE TABS 250MG X 200,,6012532,Pharmacy,TABLETS,BLISTER,10,,200,
MAXIRON,MAXIRON CAPS  X 30,,1000999,Pharmacy,CAPSULES,BLISTER,15,,30,
MAXIRON,MAXIRON SYR  200ML,,9224,Pharmacy,SYRUP,BOTTLE,1,,1,
MAXISHARP SHAVING STICK,MAXISHARP SHAVING STICK X 5,,6011157,Supermarket,,SACHET,,,1,
MAXITONA  BLUE LOTION,MAXITONA  BLUE LOTION 450ML,,13540,Supermarket,,BOTTLE,450MLL,,1,
MAXITONA BLUE LOTION 250ML,MAXITONA BLUE LOTION 250ML,,8.00351E+12,Supermarket,,JAR,,,1,
MAXITONA BLUE LOTION 350ML,MAXITONA BLUE LOTION 350ML,,8.00351E+12,Supermarket,,JAR,,,1,
MAXITONA CREAM CUP,MAXITONA CREAM CUP,,1008532,Supermarket,,JAR,,,1,MEGADAF SUPER STORE
MAXITONA CREAM TUBE,MAXITONA CREAM TUBE 30G,,13150,Supermarket,,TUBE,30G,,1,
MAXITONA FADE CREAM,MAXITONA FADE CREAM 175G,,13087,Supermarket,,CAN,175G,,1,
MAXITONA FADE CREAM,MAXITONA FADE CREAM 275ML,,1004611,Supermarket,,JAR,275ML,,1,
MAXITONA PINK  LOTION,MAXITONA PINK  LOTION 500ML,,6.152E+12,Supermarket,,BOTTLE,,,1,
MAXITONA PINK LOTION 250ML,MAXITONA PINK LOTION 250ML X 1,,1004749,Supermarket,LOTION,BOTTLE,1,,1,
MAXITONA PINK LOTION 350ML,MAXITONA PINK LOTION 350ML,,6.152E+12,Supermarket,,JAR,,,1,
MAXITONE,MAXITONE CAPS  X 30,,9423,Pharmacy,CAPSULES,BLISTER,15,,30,
MAXITONE CLEARIFYING FADE,MAXITONE CLEARIFYING FADE X 1,,13987,Supermarket,,JAR,1,,1,
MAXITONE COMPLETION MILK,MAXITONE COMPLETION MILK 227ML,,13426,Supermarket,,JAR,227ML,,1,
MAXITONE COMPLEXION CLARIFYING  SOAP,MAXITONE COMPLEXION CLARIFYING  SOAP 100G,,13139,Supermarket,,SOAP TABLET,100G,,1,
MAXITONE SOAP 127G,MAXITONE SOAP 127G,,15219,Supermarket,,SOAP TABLET,,,1,
MAXITROL,MAXITROL EYE DROPS  5ML,Dexamethasone\ Neomycin Sulfate\ Polymyxin B Sulfate,5.4139E+12,Pharmacy,EYE DROPS,BOTTLE,5ML,,1,
MAXITROL,MAXITROL EYE OINTMENT  X 1,,5.4139E+12,Pharmacy,EYE OINTMENT,TUBE,1,,1,
MAXIVISION,MAXIVISION CAPLET  X 120 [USA] ,,1007785,Pharmacy,CAPLET,JAR,120,,120,
MAXIVISION,MAXIVISION CAPS  X 30,,1000133,Pharmacy,CAPSULES,JAR,30,,30,
MAXIVISION,MAXIVISION CAPS  X 60,,1001500,Pharmacy,CAPSULES,JAR,60,,60,
maxivision(BLISTER),MAXIVISION(BLISTER) CAPS  X 120,,6010863,Pharmacy,CAPSULES,BLISTER,15,,120,
MAXNAZOL,MAXNAZOL TABS X 10,,6012958,Pharmacy,TABLETS,PACK,,,1,
MAXNAZOLE,MAXNAZOLE CREAM X 1,,6012957,Pharmacy,CREAM,PACK,,,1,
MAXOLON,MAXOLON TABS 10MG X 100,,6010820,Pharmacy,TABLETS,BLISTER,20,,100,
MAYA CRYSTAL EXCLUSIVE WHITENING SOAP 150G,MAYA CRYSTAL EXCLUSIVE WHITENING SOAP 150G X 1,,13404,Supermarket,,SOAP TABLET,1,,1,
MAYA LOTION,MAYA LOTION 503ML,,13431,Supermarket,,BOTTLE,503ML,,1,
MAYA LOTION,MAYA LOTION 750L,,13156,Supermarket,,BOTTLE,750ML,,1,
MAYA MEDICATED SOAP 80G,MAYA MEDICATED SOAP 80G,,28001400797,Supermarket,,SOAP TABLET,,,1,
maysedyl cough linctus,MAYSEDYL COUGH LINCTUS SYR 100ML,,9534,Pharmacy,SYRUP,BOTTLE,100ML,,1,
maysedyl HERBAL,MAYSEDYL HERBAL SYR 100ML X 1,,6013462,Pharmacy,SYRUP,BOTTLE,1,,1,
MAZOLA CORN OIL,MAZOLA CORN OIL,,16410,Supermarket,,BOTTLE,,,1,
MC DOWELLS WINE,MC DOWELLS WINE 750ML,,8.90297E+12,Supermarket,,BOTTLE,750ML,,1,
MCDOWELLS WINE,MCDOWELLS WINE 180ML,,8.90297E+12,Supermarket,,BOTTLE,,,1,
MCDOWELLS WINE,MCDOWELLS WINE 375ML,,17476,Supermarket,,BOTTLE,,,1,
MDM HAND WASHING POWDER,MDM HAND WASHING POWDER X 1,,6011594,Supermarket,,JAR,,,1,
ME MILK CUSTARD 500G,ME MILK CUSTARD 500G,,1007353,Supermarket,,JAR,,,1,
ME VANILLA CUSTARD POWDER 2kg,ME VANILLA CUSTARD POWDER 2KG,,17066,Supermarket,,JAR,,,1,
mebaal,MEBAAL TABS 1500MCG X 30,,14986,Pharmacy,TABLETS,BLISTER,3,,30,
mebaal,MEBAAL TABS 500MCG X 30,,14985,Pharmacy,TABLETS,BLISTER,3,,30,
MEBENDAZOLE,MEBENDAZOLE (MULTICOY)  TABS 100MG X 6,,7970,Pharmacy,TABLETS,PACK,,,1,
mebexol,MEBEXOL TABS 100MG X 120,Mebendazole,,Pharmacy,TABLETS,BLISTER,6,,120,NKOYO PHARM LTD
MECONERV FORTE,MECONERV FORTE CAPS  X 30,,6008695,Pharmacy,CAPSULES,BLISTER,10,,30,
mecpro (progesteron),MECPRO (PROGESTERON) CAPS 100MG,Progesterone,15052,Pharmacy,CAPSULES,PACK,,,1,
MECTIZAN,MECTIZAN TABS 3MG X 500,,6012287,Pharmacy,TABLETS,JAR,500,,500,
medamin,MEDAMIN SYR 200ML X 1,,6009138,Pharmacy,SYRUP,BOTTLE,,,1,
MEDCEF,MEDCEF TABS 200MG,,1007573,Pharmacy,TABLETS,PACK,,,1,
MEDERAX,MEDERAX TABS 10MG X 100,,12305,Pharmacy,TABLETS,BLISTER,10,,100,
medi bath soap,MEDI BATH SOAP X 1,,6009436,Supermarket,,SOAP TABLET,,,1,
MEDICA,MEDICA LOZENGES  X 36,,6010376,Pharmacy,LOZENGES,BLISTER,12,,36,
MEDICAN X 6,MEDICAN  50MG CAP X 6,,8403,Pharmacy,CAPSULES,PACK,50MG,,1,
MEDICARE WEAVON OIL,MEDICARE WEAVON OIL 200ML,,16826,Supermarket,,JAR,,,1,
MEDICLAV,MEDICLAV SYR 228.5 100ML X 1,Amoxicillin and Clavulanate,,Pharmacy,SYRUP,BOTTLE,,,1,SK MEDICINES  LTD
MEDIK - 55,MEDIK - 55 TABS  X 20,,1000746,Pharmacy,TABLETS,PACK,20,,20,
MEDINEK WINE 750CL,MEDINEK WINE 750CL,,17108,Supermarket,,BOTTLE,,,1,
MEDINET WINE 1L,MEDINET WINE 1L,,16988,Supermarket,,BOTTLE,,,1,
medipine retard,MEDIPINE RETARD TABS  X 100,,6009307,Pharmacy,TABLETS,BLISTER,10,,100,
MEDISOFT,MEDISOFT LOTION  100ML,,6011429,Pharmacy,LOTION,JAR,100ML,,1,
MEDISOFT MEDICATED SOAP 75G,MEDISOFT MEDICATED SOAP 75G,,8.99293E+12,Supermarket,,SOAP TABLET,,,1,
MEDISOFT WEAVON OIL,MEDISOFT WEAVON OIL 200ML,,16827,Supermarket,,JAR,,,1,
MEDITEST COMBI 2,MEDITEST COMBI 2  ,,4.04668E+12,Pharmacy,,BOTTLE,1,,1,
meditrit hair cream,MEDITRIT HAIR CREAM X 1,,6009659,Supermarket,,JAR,,,1,
MEDITROL,MEDITROL CAPS 0.25 MCG X 30,,8.85077E+12,Pharmacy,CAPSULES,PACK,,,1,
medixon,MEDIXON TABS 4MG X 100,,6009578,Pharmacy,TABLETS,BLISTER,10,,100,
medmoral,MEDMORAL TABS 5000IU X 30,,1001350,Pharmacy,TABLETS,BLISTER,10,,30,
MEDNOVAS KIT ADULTS,MEDNOVAS KIT ADULTS TABS  X 1,,9058,Pharmacy,TABLETS,PACK,1,,1,
MEDNOVAS KIT CHILD,MEDNOVAS KIT CHILD TABS  X 10,,8995,Pharmacy,TABLETS,PACK,1,,10,
medprofen,MEDPROFEN CAPLET 400MG X 50,,6402,Pharmacy,CAPLET,BLISTER,10,,50,
MEDRAX,MEDRAX TABS  X 100,,11842,Pharmacy,TABLETS,BLISTER,10,,100,
medtech b.p monitor,MEDTECH B.P MONITOR   X 1,,,Pharmacy,,PACK,1,,1,
mefdol,MEFDOL TABS 250MG X 30,,6009236,Pharmacy,TABLETS,BLISTER,10,,30,
MEFINAC,MEFINAC TABS  X 500,,6012567,Pharmacy,TABLETS,PACK,10,,500,
mega c (n/f) x 60,MEGA C (N/F) X 60  1000MG,,6009105,Pharmacy,,JAR,,,1,
MEGA C X 100,MEGA C X 100 TABS 1000MG,,1007704,Pharmacy,TABLETS,JAR,,,1,
mega c(nature field),MEGA C(NATURE FIELD) TABS  X 100,,6010301,Pharmacy,TABLETS,BLISTER,10,,100,
